task_name,instance_id,instance_content,standard_output,cnlp_output,cnlp_score
task385_,1,"Context: Jan had been really busy with their sick kid so Quinn went out and bought the stuff Jan needed. 
 Question: How would Quinn feel afterwards? 
 Options: (A) that he made Jan happy (B) that Jan owed him (C) that he shouldn't have done it",B,"Incorrect Answer: (C) that he shouldn't have done it
",0
task385_,2,"Context: Bailey stole things from Jan in the past. 
 Question: How would you describe Jan? 
 Options: (A) compassionate (B) vindictive (C) cheated",A,"Analyzing the context and question to identify incorrect answers.
Selecting one of the two incorrect answer options.

Incorrect Answer: (B) vindictive
",0
task385_,3,"Context: Carson went to a movie and had a great time watching it. 
 Question: How would Carson feel afterwards? 
 Options: (A) bored and mean (B) sad and angry (C) quite happy",A,"Analyzing the context and question to identify incorrect answers.
Selecting one of the two incorrect answer options.

Incorrect Answer: (B) sad and angry
",0
task385_,4,"Context: Sasha walked up to the podium and asked Jordan to come to the stage which caused Jordan's reaction. 
 Question: How would Jordan feel as a result? 
 Options: (A) inconsiderate (B) ecstatic to be part of the staged show (C) nervous about going to the stage",A,"Incorrect Answer: (A) inconsiderate
",1
task385_,5,"Context: Carson put for time into his business and began to move it forward. 
 Question: How would you describe Carson? 
 Options: (A) proud (B) lazy (C) an entrepreneur",A,"Incorrect Answer: (B) lazy
",1
task385_,6,"Context: Jordan moved to Hollywood last year after a recruiter said that they could be the next sex symbol of Hollywood. 
 Question: How would you describe Jordan? 
 Options: (A) avoiding fame and fortunate people (B) on the road to becoming famous (C) awkward around famous people",C,"Incorrect Answer: (A) avoiding fame and fortunate people 
",0
task385_,7,"Context: After planning a night out with Ash, Aubrey sent Ash a text message. 
 Question: What will Aubrey want to do next? 
 Options: (A) go to the club with Ash (B) have a cellphone (C) stay away from Ash",B,"Incorrect Answer: (B) have a cellphone 
",1
task385_,8,"Context: Alex and Jordan were very good at communicating with expressions, Alex gave Jordan a funny look. 
 Question: Why did Alex do this? 
 Options: (A) smile at Jordan (B) see how Jordan reacts (C) had something he wanted Jordan to know",C,"Analyzing the context and question to identify incorrect answers.
Selecting one of the two incorrect answer options.

(A) smile at Jordan
",0
task385_,9,"Context: Kai acted in a different way after he found Quinn cheating on him. 
 Question: How would Quinn feel as a result? 
 Options: (A) sorry for what she did (B) like kissing Kai (C) Quinn's spouse",B,"Analyzing the context and question to identify incorrect answers.
Selecting one of the two incorrect answer options.

Incorrect Answer: (C) Quinn's spouse 
",0
task385_,10,"Context: Kendall taught Alex's dog to speak and she was so impressed she asked if she could hire her for dog training. 
 Question: How would Alex feel as a result? 
 Options: (A) ashamed as a result (B) embarrassed as a result (C) proud as a result",A,"Analyzing the context and question to identify incorrect answers.
Selecting one of the two incorrect answer options.

Incorrect Answer: (A) ashamed as a result
",1
task385_,11,"Context: Kendall always liked Halloween and so decorated her home for it. 
 Question: What will Kendall want to do next? 
 Options: (A) wait for Halloween (B) stay indoors on Halloween (C) quit decorations",B,"Incorrect Answer: (C) quit decorations
",0
task385_,12,"Context: Aubrey shattered into pieces about the loss of her beloved dog that just died. 
 Question: What will Aubrey want to do next? 
 Options: (A) cry (B) have a dog before this (C) die before this",B,"Incorrect Answer: (C) die before this
",0
task385_,13,"Context: Taylor took it to the vet because it was sick at home. 
 Question: How would they feel as a result? 
 Options: (A) was a good owner (B) was a bad owner (C) didn't care about the dog",B,"Incorrect Answer: (C) didn't care about the dog 
",0
