task_name,instance_id,instance_content,standard_output,cnlp_output,cnlp_score
task729_,1,"Two companies, a construction company and a landscaping firm, got into a contract dispute over the nature of landscaping services that had to be provided to the construction company. The landscaping firm was incorporated in New York and did all of its business in that state. The construction company was an LLC that had been filed in New York, with its members being domiciled in Pennsylvania, Vermont and Virginia. The landscaping firm filed a breach of contract claim in federal court in New York claiming diversity jurisdiction with an amount in dispute that was in excess of $100,000. The construction firm filed a motion to dismiss, claiming the landscaper-plaintiff did not have diversity jurisdiction. Will the court likely grant the motion to dismiss?
(A)Yes, there is clearly no diversity in that the construction company LLC and the landscaper corporation were both registered and filed in New York, making them citizens of the same state. (B)Yes, because diversity must be between natural citizens and business entities are not entitled to diversity but must find some other reason for federal jurisdiction. (C)No, the motion to dismiss is premature and must wait until all discovery is completed before it will be considered. (D)No, the plaintiff is a citizen of New York and the three members of the LLC are each from a different states, which gives complete diversity of citizenship.",D,D,1
task729_,2,"While shopping at a grocery store, a customer tripped over a broken tile, fell, and suffered a concussion. A few months after the accident, the customer's attorney deposed a store employee. In the deposition, the employee testified, ""I'd been telling the store manager for years to get that broken tile fixed, but he wouldn't do it. "" The employee died in an automobile accident after being deposed. At trial, the deposition should be
(A)admitted, as a dying declaration.  (B)admitted, as former testimony.  (C)not admitted, because it is hearsay not within any exception.  (D)not admitted, because the employee is not available for cross-examination. ",B,B,1
task729_,3,"A defendant was angry at his friend for marrying the defendant's former girlfriend. As the friend was painting his house one afternoon, the defendant fired a shot from his gun at him. Although the shot missed the friend, the bullet struck and killed the friend's daughter. The defendant is subsequently charged with the first-degree murder of the daughter. The relevant statutes in effect in this jurisdiction are as follows:Section 169: Murder in the first degree is the unlawful and intentional killing of a human being with malice aforethought. Section 170: Malice is expressed when there is manifested a deliberate intention to take away the life of another. Which of the following, if established, would provide the defendant with his best defense?
(A)He intended to kill the friend and not the daughter. (B)He intended only to wound the friend. (C)He was unaware of the elements of malice. (D)The killing was the result of negligence in missing the friend.",B,A,0
task729_,4,"A builder contracted in writing to construct a small greenhouse on a homeowner's property for $20,000, payable upon completion. After the builder had spent $9,000 framing the greenhouse and an additional $1,000 for materials not yet incorporated into the greenhouse, the homeowner wrongfully ordered the builder to stop work. The builder then resold the unused materials that he had already purchased for the greenhouse to another contractor for $1,000. At the time the homeowner stopped the work, it would have cost the builder an additional $5,000 to complete the project. The an additional $5,000 to complete the project. The partially built greenhouse increased the value of the homeowner's property by $3,000. In a suit by the builder against the homeowner, how much is the builder likely to recover?
(A)$3,000, the increase in the value of the homeowner's property. (B)$10,000, the total cost expended by the builder at the time of the breach. (C)$14,000, the total cost expended by the builder ($10,000) plus the builder's expected profit ($5,000), minus the loss avoided by the resale of the unused materials ($1,000). (D)$15,000, the contract price ($20,000) minus the costs saved by the breach ($5,000).",C,"The builder is entitled to recover his expected profit, plus the total cost expended ($10,000), minus the loss avoided by the resale of the unused materials ($1,000), for a total of $14,000.

(A) is wrong because a contractor is entitled to the contract price when the owner wrongfully stops the work, not the increase in the value of the property. (B) is wrong because the builder is entitled to his expected profit in addition to the costs expended. (D) is wrong because the contractor is entitled to recover damages based on his total expected profit and costs incurred, not on the contract price minus costs saved.",1
task729_,5,"A man arranged to have custom-made wooden shutters installed on the windows of his home. The contractor who installed the shutters did so by drilling screws and brackets into the exterior window frames and the shutters. The man later agreed to sell the home to a buyer. The sales agreement did not mention the shutters, the buyer did not inquire about them, and the buyer did not conduct a walkthrough inspection of the home before the closing. The man conveyed the home to the buyer by warranty deed. After the sale closed, the buyer noticed that the shutters and brackets had been removed from the home and that the window frames had been repaired and repainted. The buyer demanded that the man return the shutters and pay the cost of reinstallation, claiming that the shutters had been conveyed to him with the sale of the home. When the man refused, the buyer sued. Is the buyer likely to prevail?
(A)No, because the sales agreement did not mention the shutters. (B)No, because the window frames had been repaired and repainted after removal of the shutters. (C)Yes, because the shutters had become fixtures. (D)Yes, because the man gave the buyer a warranty deed and the absence of the shutters violated a covenant of the deed.",C,"The buyer is unlikely to prevail because the shutters had not become fixtures. A chattel is presumed to be a fixture if the following three elements are met: 1) annexation (physical attachment to the land) 2) adaptability (the chattel is used in connection with the land), and 3) intent (the parties to the original transaction intended that the chattel become a permanent part of the land). In this case, the first element, annexation, is present, since the shutters were attached to the home. The second element, adaptability, may also be present since the shutters were used in connection with the home's windows. The third element, however, is absent. The contractor installed the shutters by using screws and brackets. This type of attachment evidences the man's intent that the shutters remain personal property and not become part of the real estate. Therefore, it is likely that the shutters were not fixtures at the time of the sale and the man was entitled to remove them before closing.

(A) is incorrect because the determination of whether an item is a fixture is based on the intent of the party who made the annexation. The fact that the sales agreement did not mention the shutters is irrelevant to this determination. (B) is incorrect because the repair and repainting of the window frames is irrelevant to whether the shutters were fixtures at the time of the sale. (D) is incorrect because a warranty deed contains a number of covenants regarding title, but it does not address the issue of whether an item is a fixture.",1
task729_,6,"Betty Buyer wanted to buy an antique Volvo automobile owned by Sarah Seller who had previously expressed some interest in selling.  Betty wrote Sarah a signed letter on April 1 stating ""I will buy your Volvo for $10,000 cash upon you bringing the vehicle to my home before April 5. This offer is not subject to countermand."" On April 2 Sarah received the letter and wrote back a signed letter to Betty stating ""I accept your offer and promise to deliver the Volvo to you as you request."" Unfortunately, the Postal Authority delayed delivery of Sarah's letter for 10 days.  In the mean time, Betty grew tired of not hearing from Sarah and purchased another car.  When she learned that Betty would not complete the transfer, Sarah sued for breach of contract.  The court will likely hold that
(A)The mailing of the April 2nd letter did not prevent a subsequent effective revocation by Betty. (B)The April 2nd letter bound both parties to a bilateral contract when received. (C)The April 2nd letter bound both parties to a unilateral contract. (D)The April 2nd letter was effective to form a contract on April 12th, when the offeror received it.",A,The correct answer is (B).,0
task729_,7,"In an automobile accident case, the defendant claimed that the plaintiff was contributorily negligent by driving at an excessive speed. The defendant's attorney calls its first witness, who was standing along the side of the road when the plaintiff's and defendant's cars collided. The defendant's attorney asks the witness: ""Is it a fact that in your estimation, plaintiff was traveling at a speed of 45 m. p. h. in a 35 m. p. h. speed zone at the time of the accident?"" The plaintiff objects. The trial judge should
(A)overrule the objection, because the judge may take judicial notice of the speed limit within the jurisdiction. (B)overrule the objection if the witness has already been shown to be an experienced driver who was able to estimate the approximate speed of moving vehicles. (C)sustain the objection if the witness has not been qualified as an expert witness. (D)sustain the objection, because the witness is not an adverse witness.",D,The correct answer is (B).,0
task729_,8,"A wealthy retiree had amassed a fortune after selling his pharmaceutical company. The retiree and his wife lived in an exquisitely decorated penthouse apartment overlooking a park. One night, the retiree and his wife were returning home from dinner when they were accosted by a man outside their apartment building. The man brandished a gun and told the retiree and his wife to take him to their apartment. Upon entering the apartment, the man blindfolded the retiree and his wife and tied them up with duct tape to chairs in the living room. The man then stole the retiree's wallet and assorted jewelry from the bedroom. After the man exited the apartment, the retiree and his wife tried desperately to free themselves from their constraints. As the retiree was struggling, he suffered a heart attack and died. The man should be found guilty of
(A)burglary. (B)robbery and burglary. (C)robbery and murder. (D)burglary, robbery, and murder.",D,C,0
task729_,9,"A hardware store had a public pay telephone attached to the outside wall of its building. The telephone was owned and operated by the local telephone company. On Thursday, November 25, the store was closed for Thanksgiving. A resident, who lived two doors away, walked to the hardware store to use the telephone. He wanted to call his son and daughter- in-law to wish them a happy Thanksgiving, but his home phone was out of order. The resident picked up the receiver, inserted coins for the cost of the call, and promptly received an electric shock. Although the resident was momentarily stunned, he did not suffer any pain or injuries. Unbeknownst to the resident, a technician employed by the telephone company had incorrectly rewired the telephone the previous day, causing a short circuit in the telephone mechanism. If the resident institutes a personal injury action for negligence against the telephone company, he will most likely
(A)recover, because the technician's error would constitute the proximate cause of the resident's injuries.  (B)recover, because the technician's error was a substantial factor in causing the resident's injuries.  (C)recover, under the doctrine of respondeat superior (D)not recover, because the resident did not suffer any injuries. ",D,D,1
task729_,10,"A defendant and a victim were roommates at college. The defendant was playing the role of a serial killer in the school play and asked the victim if she could leave their apartment for a few hours while she rehearsed. The victim agreed but returned to the apartment shortly thereafter because she was curious and wanted to see the defendant rehearse. The victim quietly came back into the apartment and hid behind some curtains in the dining room in order to watch the defendant rehearse. In her role, the defendant earned a large butcher's knife, with which she stabbed the curtains at her ""victim. "" Unknown to the defendant, the victim, who was hiding behind the curtain, was stabbed in the chest and killed. If the defendant is prosecuted for the victim's death, she should be found
(A)guilty of murder. (B)guilty of manslaughter. (C)guilty of battery. (D)not guilty.",D,D,1
